,text,y,split
8179,irwins emerge unscathed fictional footage unconvincing criminally badly acted,0,1
8180,thirsty consuming passion drive repetition said behavior child century mindless love mad grating boring anything else,0,6
8181,really happened honey doesnt mean interesting anyone else,0,9
8182,like deli sandwich lot ham lot cheese sickly sweet coating disguise excrescence consumption second half,0,8
8183,every often come along confirms one worse fear civilization know new guy,0,6
8184,isnt friday worth waiting,0,1
8185,everything thats worthwhile collision course already seen television,0,7
8186,belonged sorority would called beta alpha delta,0,3
8187,cheap slasher flick subject matter would suggest little like nature showing patient predator foolish prey,0,7
8188,uneasy mishmash style genre,0,4
8189,herzog obviously looking moral fable notion strong unified showing among germany eastern european jew might changed 20thcentury history undermined aholas inadequate performance,0,2
8190,there thing root expulsion everyone,0,1
8191,beyond handful mildly amusing line isnt much laugh,0,0
8192,secret ballot contemplative really funny,0,2
8193,film center hold,0,4
8194,myers never know let gag die thus subjected mindnumbingly lengthy riff poo pee joke another,0,7
8195,lazy take advantage semihumorous premise,0,1
8196,great ending doesnt make weak crazy hell doesnt even great ending,0,1
8197,dialogueheavy cerebral good rate cerebral racy subject matter,0,8
8198,overreliance genre convention character type formulaic conflict resolution crush goodwill otherwise develops,0,5
8199,actor rock aptly named,0,9
8200,mostly tired retread several mob tale,0,8
8201,wish could say thank god friday truth matter glad,0,7
8202,nothing fit,0,4
8203,abruptly crosscut among five friend fails lend character individual story enough dramatic resonance make u care,0,3
8204,somehow meant buy doting mother would shun kid travel dangerous part world fatigue become g jane,0,6
8205,cast lowwattage none character come big setting remains indistinct,0,9
8206,consider title clunkonthehead suggests overtime someone put come irritatingly unimaginative retread concept,0,8
8207,quickly drag becoming boring predictable tried read time watch,0,0
8208,make tragic error going long trying mirror every subsequent event chinese history war revolution communism etc,0,3
8209,johnson first set task nearly,0,8
8210,ultimately project come across clinical detached uninvolving possibly prompting audience member wonder whats point,0,1
8211,two lead almost good enough camouflage dopey plot much naturalistic small talk delivered almost muffled exchange eventually lulling effect,0,9
8212,meant well horse tale freedom wasnt able reach heart overbearing,0,8
8213,far get racy point almost stop blood flow brain dull costumey feel,0,7
8214,audience figure whats said filmmaker relative passivity make tough really care,0,6
8215,there nothing provocative save way studiously avoids provoking thought,0,5
8216,seems long convoluted ploy get men drag period drag le,0,0
8217,premise kegger comedy probably sounded brilliant four sixpack pitcher margarita must written thrall vicious hangover,0,7
8218,even dumb actionmovie standard ballistic eck v sever dumb action,0,8
8219,equivalent toy chest whose content get scattered course 80 minute,0,0
8220,bloody mess,0,4
8221,creepy ultimately unsatisfying thriller,0,5
8222,martin scorsese cria um espetáculo visual que não possui alma um filme esteticamente belo ma emocionalmente frio,0,1
8223,would better investing worthy emi recording serf soundtrack home video 1992 malfitanodomingo production,0,6
8224,something say statement issue worthy much thoughtfulness insight melodramatic wholly predictable thriller,0,0
8225,bear bad terrible filmmaking bad like nightmare like coming true bad,0,3
8226,commonly case project noble lofty ambition le poetic simply pretentious,0,3
8227,george hire real director good writer next installment please,0,8
8228,two mismatched buddy crystal de niro share little screen time even le chemistry,0,7
8229,however clever nelson providing variation within confines structure staging question remains whether indeed presented theatrical release,0,4
8230,extreme oops oops ops matter spell still mistake go see,0,4
8231,could biting droll instead tepid waste time talent,0,6
8232,likely turn repellent 2002,0,5
8233,dull enjoy,0,0
8234,morality tale whose thoughtprovoking potential hampered madefortv look rigid performance asinine twist brazenly rip sixth sense,0,9
8235,here selfcongratulatory 3d imax rahrah,0,8
8236,eastwood icon moviemaking best actor director producer around responsible excellent work even hero stumble sometimes,0,9
8237,sophomoric exploration life problem people solved long ago least got tired hearing people kvetch,0,5
8238,cute though terribly funny youre six year old,0,2
8239,impact armenian genocide diluted much stage business modern day,0,6
8240,unrelentingly stupid,0,7
8241,going website may fun scary going,0,0
8242,lacking gravitas macdowell placeholder grief ergo sloppy drama empty vessel leave flower unpicked theyre dead vine,0,8
8243,admirable certainly much fun watch caine lover,0,5
8244,shamble movievisually unattractive unbearably loud utterly silly hilarity completely unintentional,0,3
8245,de niro may enjoy free ride critic afforded clint eastwood lazy bloodwork like bruce springsteens gonetopot asbury park new jersey sadsack waste city ruin,0,2
8246,nearly good influence,0,5
8247,reasonably efficient mechanism offer surprise find star slumming territory avoided,0,2
8248,rest plot impossible explain without blowing whatever tension although comedy suspense de palma creates,0,2
8249,human nature talk talk fails walk silly walk distinguishes merely quirky surreal,0,7
8250,city sea cinematic equivalent defensive driving careful conscientious make major mistake save life freeway necessarily make persuasive viewing,0,9
8251,marquis de sade couldnt dull person make,0,2
8252,could neat little story believing swamped heavyhanded melodrama,0,9
8253,cast uniformly excellent merely mildly charming,0,8
8254,drive kind bittersweet conciliatory tone three season achieved loses way rhetorical excess blatant sentimentality,0,2
8255,bigger holiday downer endofyear 401 k statement,0,3
8256,whole thing play drowsy heaviness synchronized swimmer wearing wool wetsuit,0,6
8257,fairly successful faking pretty cool stunt complete failure trying create pretty cool character forget attempt plot,0,8
8258,probably prove interesting ram das fan others may feel like parody mellow peaceandlove side 60 counterculture,0,3
8259,take away cliche carbon copy scene every drug weve seen left john leguizamos cool jacket,0,1
8260,full wrong choice shake head disbelief worry classic oliver parker intends mangle next time,0,8
8261,showtime closer slowtime,0,4
8262,may easy swipe take barbershop doesnt make cut,0,7
8263,weight water us water metaphor subconscious desire leaky script barely stay afloat,0,1
8264,many voyage limping dearlyloved franchise survive,0,5
8265,despite bluechip cast provocative title writerdirector peter matteis first feature microwave dull leftover romantic motif basted fauxcontemporary gravy,0,7
8266,fan tv series disappointed everyone else slightly bored,0,1
8267,element suspense whether change title distributor closing credit roll,0,1
8268,barely go beyond comic book status,0,6
8269,disappointing filmmaker throw bigname actor cameo hokey script,0,5
8270,spy embarrassment monotonous disjointed jumble borrowed plot point situation flat open pop left sitting sun,0,3
8271,eccentric little comicthriller deeply love quirky personality,0,7
8272,afraid pitch farce yet halfhearted spy mechanic queen men finally long drag,0,3
8273,painfully padded,0,4
8274,maybe star power cast redundant message something aboul full frontal seems well contrived,0,4
8275,morgan judd franklin cant save script rooted novel joseph finder opportunism,0,6
8276,obviously labour love howard appears free rein pretentious wanted,0,3
8277,passably entertaining also mechanical joyless,0,7
8278,safe conduct however ambitious wellintentioned fails hit entertainment bullseye,0,1
8279,response best described lukewarm maybe found proceeding little bit conventional,0,3
8280,timid bring sense closure ugly chapter twentieth century,0,1
8281,pushthelimits teen comedy type written people cant come legitimate funny used extensively good bit hopelessly overshadowed,0,3
8282,long repetitive take way many year resolve total winner,0,5
8283,sudsy cautionary tale,0,6
8284,try fuse two wood wind bollyholly masala mess,0,7
8285,mr wedge mr saldanha handle mix verbal joke slapstick well falter however adherence disney philosophy required poignancy salute id hoped would avoid,0,6
